账单行号,单号,快递公司,目的地省,账单重量,账单快递费,账单操作费,账单金额,商家ID,在订单中,订单快递,订单省份,订单重量,理论重量,理论快递费,理论总费用,费用差异,重量匹配,状态
23207,435192877793027,韵达快递,陕西省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,陕西省,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23208,435197624324356,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,3,3,5.8,6.7,4.5,差异(6 vs 3),金额差异4.5元
23209,321164867136242,韵达快递,陕西省,6,10.3,0.9,11.2,Hiigge(149048504),是,韵达快递,陕西省,3,3,5.8,6.7,4.5,差异(6 vs 3),金额差异4.5元
23210,435176532972337,韵达快递,安徽省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,安徽省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23211,435156510860726,韵达快递,湖北省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23212,435187470079431,韵达快递,西藏自治区,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23213,435174883777406,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23214,435188328683232,韵达快递,云南省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23215,435161725899618,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23216,435175209354058,韵达快递,湖北省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,湖北省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23217,435176515077331,韵达快递,湖南省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,湖南省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23218,435179993847320,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23219,435166302806162,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,江苏省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23220,435181690379105,韵达快递,广西壮族自治区,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,广西壮族自治区,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23221,435198261199418,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23222,435180089766621,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,福建省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23223,435186702117943,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,5,差异(6 vs 0.2),金额差异5元
23224,435164746458318,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23225,435177550368246,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23226,435192381440429,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23227,435174431667723,韵达快递,北京市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23228,435200992853368,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,江苏省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23229,435177561211303,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,江苏省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23230,435171808300262,韵达快递,安徽省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23231,435175218662258,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23232,435200989711408,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23233,435199602816992,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23234,435172622357631,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23235,435190593441146,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23236,435192376794873,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23237,435189528452971,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23238,435185943397218,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,5,5,6.8,7.7,1,差异(6 vs 5),金额差异1元
23239,435190595769385,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,福建省,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23240,435174888496791,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23241,435189002793911,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,5,5,6.8,7.7,1,差异(6 vs 5),金额差异1元
23242,435173522851353,韵达快递,北京市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23243,435194162396226,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23244,435178482099121,韵达快递,陕西省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23245,435174897844894,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23246,435201682322055,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,5,5,6.8,7.7,1,差异(6 vs 5),金额差异1元
23247,435164615034553,韵达快递,辽宁省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23248,435157413579060,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,5,5,6.8,7.7,1,差异(6 vs 5),金额差异1元
23249,435188992764327,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,5,5,6.8,7.7,1,差异(6 vs 5),金额差异1元
23250,435198524582603,韵达快递,山东省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,山东省,1.2,1.2,4.3,5.2,6,差异(6 vs 1.2),金额差异6元
23251,435154581340728,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,3,3,4.8,5.7,3,差异(6 vs 3),金额差异3元
23252,435174441803071,韵达快递,河南省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23253,435201506367864,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23254,435200331338917,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23255,435186312426463,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23256,435199591877101,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23257,435175205571722,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23258,435190589480489,韵达快递,湖北省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,湖北省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23259,435184306941268,韵达快递,青海省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,青海省,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23260,435188343458040,韵达快递,山东省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23261,435185934867878,韵达快递,河北省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,河北省,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23262,435188341121857,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23263,435154967321818,韵达快递,北京市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,北京,0.8,0.8,2.8,3.7,7.5,差异(6 vs 0.8),金额差异7.5元
23264,435180914850037,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23265,435192386035896,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,四川省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23266,435164742645151,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,四川省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23267,435176515844613,韵达快递,湖北省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23268,435195911462799,韵达快递,山西省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,山西省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23269,435190603587888,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.01,0.01,2.8,3.7,5,差异(6 vs 0.01),金额差异5元
23270,435176127844071,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.01,0.01,2.8,3.7,5,差异(6 vs 0.01),金额差异5元
23271,435185937146024,韵达快递,甘肃省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,甘肃省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23272,435180096194869,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,江苏省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23273,435195898207517,韵达快递,北京市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23274,435192382988871,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,福建省,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23275,435161363179929,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23276,435162076113395,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23277,435189923252185,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23278,435188009820368,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23279,435188004373640,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,3,3,5.8,6.7,4.5,差异(6 vs 3),金额差异4.5元
23280,435197628276014,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23281,435189980312572,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.01,0.01,2.8,3.7,5,差异(6 vs 0.01),金额差异5元
23282,435199938120544,韵达快递,重庆市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23283,321157097187186,韵达快递,上海市,6,10.3,0.9,11.2,Hiigge(149048504),否,,,,,,,,,未在发货订单中
23284,435179996948040,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23285,435193291669283,韵达快递,湖北省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,湖北省,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23286,435192788275200,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,0.01,0.01,2.8,3.7,7.5,差异(6 vs 0.01),金额差异7.5元
23287,435166296551515,韵达快递,江西省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23288,435185070806950,韵达快递,重庆市,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23289,435189920923336,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23290,435189523675246,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23291,435188997354164,韵达快递,浙江省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,浙江省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23292,435189977199608,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,0.2,0.2,2.8,3.7,7.5,差异(6 vs 0.2),金额差异7.5元
23293,435186459112359,韵达快递,河南省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,河南省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23294,435184788184116,韵达快递,北京市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,北京,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23295,435186306192871,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,四川省,5,5,8.8,9.7,1.5,差异(6 vs 5),金额差异1.5元
23296,435199952051293,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23297,435172863141717,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,5,差异(6 vs 0.5),金额差异5元
23298,435186106389824,韵达快递,河南省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,河南省,1,1,2.8,3.7,7.5,差异(6 vs 1),金额差异7.5元
23299,435159970844514,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23300,435157693806211,韵达快递,河北省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23301,435165987363521,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23302,435186138754336,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23303,435157572337056,韵达快递,福建省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23304,435171494770151,韵达快递,贵州省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23305,435157772658034,韵达快递,福建省,4,7.3,0.9,8.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23306,435194964751774,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,1,1,2.8,3.7,5,差异(6 vs 1),金额差异5元
23307,435186492062516,韵达快递,四川省,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23308,435181847390468,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23309,435184777648400,韵达快递,陕西省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23310,435165259129999,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23311,435188398151784,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,5,差异(6 vs 0.5),金额差异5元
23312,435194467398399,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,1,1,2.8,3.7,5,差异(6 vs 1),金额差异5元
23313,435185105319448,韵达快递,江苏省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23314,435191958867759,韵达快递,河北省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23315,435176856384877,韵达快递,湖南省,6,10.3,0.9,11.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23316,435190019788541,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,5,差异(6 vs 0.5),金额差异5元
23317,435188521570536,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23318,435196995407609,韵达快递,上海市,6,10.3,0.9,11.2,7******店(3216296648),是,韵达快递,上海,0.5,0.5,2.8,3.7,7.5,差异(6 vs 0.5),金额差异7.5元
23319,435188072536025,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23320,435158500760823,韵达快递,广东省,6,7.8,0.9,8.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,5,差异(6 vs 0.5),金额差异5元
23321,435165174218626,韵达快递,重庆市,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23322,321132990864670,韵达快递,河北省,7,11.8,0.9,12.7,Hiigge(149048504),是,韵达快递,河北省,3,3,5.8,6.7,6,差异(7 vs 3),金额差异6元
23323,435192400827140,韵达快递,河南省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,河南省,0.2,0.2,2.8,3.7,9,差异(7 vs 0.2),金额差异9元
23324,321147527271173,韵达快递,河北省,7,11.8,0.9,12.7,Hiigge(149048504),是,韵达快递,河北省,5,5,8.8,9.7,3,差异(7 vs 5),金额差异3元
23325,435160144989272,韵达快递,重庆市,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,重庆,5,5,8.8,9.7,3,差异(7 vs 5),金额差异3元
23326,428187434797713,韵达快递,陕西省,7,11.8,0.9,12.7,70迈官旗(253810120),是,韵达快递,陕西省,1.2,1.2,4.3,5.2,7.5,差异(7 vs 1.2),金额差异7.5元
23327,435191008750817,韵达快递,西藏自治区,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,西藏自治区,0.01,0.01,2.8,3.7,9,差异(7 vs 0.01),金额差异9元
23328,435163513910375,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23329,428187329431799,韵达快递,新疆维吾尔自治区,7,11.8,0.9,12.7,70迈官旗(253810120),是,韵达快递,新疆维吾尔自治区,5,5,8.8,9.7,3,差异(7 vs 5),金额差异3元
23330,435176150401848,韵达快递,浙江省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,9,差异(7 vs 0.2),金额差异9元
23331,435190594189777,韵达快递,天津市,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23332,435194180249215,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,0.01,0.01,2.8,3.7,6,差异(7 vs 0.01),金额差异6元
23333,428187813645449,韵达快递,江苏省,7,11.8,0.9,12.7,70迈官旗(253810120),否,,,,,,,,,未在发货订单中
23334,435185936350419,韵达快递,江苏省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,江苏省,0.2,0.2,2.8,3.7,9,差异(7 vs 0.2),金额差异9元
23335,435202686269172,韵达快递,上海市,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23336,435176130077289,韵达快递,上海市,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,上海,0.2,0.2,2.8,3.7,9,差异(7 vs 0.2),金额差异9元
23337,435161712729600,韵达快递,黑龙江省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,黑龙江省,5,5,8.8,9.7,3,差异(7 vs 5),金额差异3元
23338,435202690854903,韵达快递,浙江省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,浙江省,0.01,0.01,2.8,3.7,9,差异(7 vs 0.01),金额差异9元
23339,435198250365063,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23340,435200190109123,韵达快递,辽宁省,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23341,435163754987705,韵达快递,四川省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,四川省,0.01,0.01,2.8,3.7,9,差异(7 vs 0.01),金额差异9元
23342,321148452348530,韵达快递,江苏省,7,11.8,0.9,12.7,Hiigge(149048504),否,,,,,,,,,未在发货订单中
23343,435191475122088,韵达快递,北京市,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23344,435194164753972,韵达快递,辽宁省,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23345,435199597344240,韵达快递,福建省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,福建省,0.2,0.2,2.8,3.7,9,差异(7 vs 0.2),金额差异9元
23346,435180902345131,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,0.01,0.01,2.8,3.7,6,差异(7 vs 0.01),金额差异6元
23347,435198249562782,韵达快递,内蒙古自治区,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23348,435187476323531,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23349,435198753802981,韵达快递,江苏省,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23350,435163499141446,韵达快递,湖北省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,湖北省,0.01,0.01,2.8,3.7,9,差异(7 vs 0.01),金额差异9元
23351,435197618076388,韵达快递,北京市,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23352,435173521291533,韵达快递,青海省,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23353,435185926276867,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,0.01,0.01,2.8,3.7,6,差异(7 vs 0.01),金额差异6元
23354,435199612088160,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23355,435195899777135,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23356,321119464704870,韵达快递,广东省,7,8.8,0.9,9.7,Hiigge(149048504),是,韵达快递,广东省,5,5,6.8,7.7,2,差异(7 vs 5),金额差异2元
23357,435191023504851,韵达快递,上海市,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,上海,0.01,0.01,2.8,3.7,9,差异(7 vs 0.01),金额差异9元
23358,435163519292117,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23359,435172630927300,韵达快递,山东省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,山东省,0.01,0.01,2.8,3.7,9,差异(7 vs 0.01),金额差异9元
23360,435195014757159,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,6,差异(7 vs 0.2),金额差异6元
23361,435163911461443,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,0.01,0.01,2.8,3.7,6,差异(7 vs 0.01),金额差异6元
23362,435187474752877,韵达快递,上海市,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23363,435174421587735,韵达快递,河南省,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23364,435200979745195,韵达快递,北京市,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,北京,1,1,2.8,3.7,9,差异(7 vs 1),金额差异9元
23365,435179999203665,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23366,435192383762040,韵达快递,上海市,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23367,435174441799919,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,1,1,2.8,3.7,6,差异(7 vs 1),金额差异6元
23368,435186699873987,韵达快递,北京市,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,北京,5,5,8.8,9.7,3,差异(7 vs 5),金额差异3元
23369,435193291670213,韵达快递,江苏省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,江苏省,0.2,0.2,2.8,3.7,9,差异(7 vs 0.2),金额差异9元
23370,435190599661500,韵达快递,福建省,7,11.8,0.9,12.7,7******店(3216296648),是,韵达快递,福建省,5,5,8.8,9.7,3,差异(7 vs 5),金额差异3元
23371,321133910165697,韵达快递,陕西省,7,11.8,0.9,12.7,Hiigge(149048504),是,韵达快递,陕西省,5,5,8.8,9.7,3,差异(7 vs 5),金额差异3元
23372,435203336333223,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,6,差异(7 vs 0.2),金额差异6元
23373,435170204702035,韵达快递,福建省,7,11.8,0.9,12.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23374,435156560983879,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23375,435187471942860,韵达快递,广东省,7,8.8,0.9,9.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,6,差异(7 vs 0.2),金额差异6元
23376,435183076127907,韵达快递,云南省,8,13.3,0.9,14.2,7******店(3216296648),是,韵达快递,云南省,3,3,5.8,6.7,7.5,差异(8 vs 3),金额差异7.5元
23377,435179983664157,韵达快递,四川省,8,13.3,0.9,14.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23378,435187483258316,韵达快递,广东省,8,9.8,0.9,10.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23379,435203056328967,韵达快递,海南省,8,13.3,0.9,14.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23380,435176932263442,韵达快递,广东省,8,9.8,0.9,10.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
23381,435185081694116,韵达快递,北京市,8,13.3,0.9,14.2,7******店(3216296648),否,,,,,,,,,未在发货订单中
23382,435157428198209,韵达快递,云南省,8,13.3,0.9,14.2,7******店(3216296648),是,韵达快递,云南省,1.2,1.2,4.3,5.2,9,差异(8 vs 1.2),金额差异9元
23383,321143353710481,韵达快递,广东省,8,9.8,0.9,10.7,Hiigge(149048504),是,韵达快递,广东省,5,5,6.8,7.7,3,差异(8 vs 5),金额差异3元
